date,store_id,category,sub_category,item_id,is_weekend,is_holiday,units_sold,revenue,avg_price,footfall,promotion_discount_pct,promotion_type,holiday_type,weather_condition,temperature_c
2025-05-20,Store_1,Household,General,Hsh_Item_4,0,0,16.0,2694.88,168.43,289,0,no_promotion,no_holiday,Rainy,28.2
2025-05-21,Store_1,Household,General,Hsh_Item_4,0,0,23.0,4682.8,203.6,520,0,no_promotion,no_holiday,Cloudy,18.7
2025-05-22,Store_1,Household,General,Hsh_Item_4,0,0,21.0,3429.89,204.16,448,20,BOGO,no_holiday,Rainy,17.2
2025-05-23,Store_1,Household,General,Hsh_Item_4,0,0,26.0,4025.5,172.03,400,10,Clearance,no_holiday,Cloudy,39.5
2025-05-24,Store_1,Household,General,Hsh_Item_4,1,1,28.0,4742.39,188.19,374,10,BOGO,Christmas,Storm,33.9
2025-05-25,Store_1,Household,General,Hsh_Item_4,1,0,28.0,3987.62,203.45,399,30,Clearance,no_holiday,Rainy,39.1
2025-05-26,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3211.54,174.54,412,20,Discount,no_holiday,Cloudy,23.4
2025-05-27,Store_1,Household,General,Hsh_Item_4,0,0,12.0,2124.84,177.07,313,0,no_promotion,no_holiday,Rainy,19.2
2025-05-28,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3020.51,171.62,354,20,no_promotion,no_holiday,Rainy,37.9
2025-05-29,Store_1,Household,General,Hsh_Item_4,0,0,24.0,2778.55,165.39,399,30,no_promotion,no_holiday,Cloudy,16.8
2025-05-30,Store_1,Household,General,Hsh_Item_4,0,0,31.0,4232.12,170.65,481,20,no_promotion,no_holiday,Sunny,26.0
2025-05-31,Store_1,Household,General,Hsh_Item_4,1,0,27.0,3068.98,162.38,445,30,no_promotion,no_holiday,Cloudy,28.8
2025-06-01,Store_1,Household,General,Hsh_Item_4,1,0,29.0,4187.37,180.49,433,20,no_promotion,no_holiday,Storm,27.0
2025-06-02,Store_1,Household,General,Hsh_Item_4,0,0,24.0,2837.69,168.91,433,30,Discount,no_holiday,Storm,20.7
2025-06-03,Store_1,Household,General,Hsh_Item_4,0,1,21.0,3080.62,183.37,280,20,no_promotion,Christmas,Cloudy,23.6
2025-06-04,Store_1,Household,General,Hsh_Item_4,0,0,15.0,1891.2,157.6,371,20,Discount,no_holiday,Rainy,25.6
2025-06-05,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2327.98,184.76,273,10,Clearance,no_holiday,Rainy,24.7
2025-06-06,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2150.4,192.0,335,20,no_promotion,no_holiday,Cloudy,25.6
2025-06-07,Store_1,Household,General,Hsh_Item_4,1,0,23.0,3479.67,151.29,370,0,no_promotion,no_holiday,Sunny,39.6
2025-06-08,Store_1,Household,General,Hsh_Item_4,1,0,18.0,2669.62,185.39,412,20,no_promotion,no_holiday,Cloudy,23.0
2025-06-09,Store_1,Household,General,Hsh_Item_4,0,0,15.0,2668.68,197.68,411,10,Clearance,no_holiday,Rainy,37.3
2025-06-10,Store_1,Household,General,Hsh_Item_4,0,0,24.0,3121.54,162.58,403,20,Clearance,no_holiday,Sunny,39.1
2025-06-11,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3877.71,204.09,447,0,no_promotion,no_holiday,Storm,27.8
2025-06-12,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3181.11,186.03,433,10,no_promotion,no_holiday,Cloudy,23.7
2025-06-13,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3397.0,169.85,402,20,BOGO,no_holiday,Sunny,39.2
2025-06-14,Store_1,Household,General,Hsh_Item_4,1,0,22.0,2759.68,179.2,311,30,Discount,no_holiday,Sunny,38.2
2025-06-15,Store_1,Household,General,Hsh_Item_4,1,0,25.0,4701.0,188.04,373,0,no_promotion,no_holiday,Cloudy,27.9
2025-06-16,Store_1,Household,General,Hsh_Item_4,0,0,18.0,2933.66,181.09,370,10,BOGO,no_holiday,Cloudy,39.5
2025-06-17,Store_1,Household,General,Hsh_Item_4,0,0,25.0,4224.6,187.76,351,10,Clearance,no_holiday,Sunny,33.7
2025-06-18,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2100.92,166.74,303,10,Clearance,no_holiday,Cloudy,15.2
2025-06-19,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3648.8,182.44,378,20,Clearance,no_holiday,Storm,22.0
2025-06-20,Store_1,Household,General,Hsh_Item_4,0,0,18.0,2873.52,159.64,393,0,no_promotion,no_holiday,Storm,15.1
2025-06-21,Store_1,Household,General,Hsh_Item_4,1,0,22.0,2747.36,178.4,430,30,no_promotion,no_holiday,Sunny,32.6
2025-06-22,Store_1,Household,General,Hsh_Item_4,1,0,26.0,3907.33,166.98,392,10,BOGO,no_holiday,Rainy,39.3
2025-06-23,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2591.97,169.41,321,10,Clearance,no_holiday,Storm,34.7
2025-06-24,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3382.38,197.8,461,10,BOGO,no_holiday,Rainy,39.2
2025-06-25,Store_1,Household,General,Hsh_Item_4,0,0,18.0,2465.95,195.71,383,30,BOGO,no_holiday,Storm,29.5
2025-06-26,Store_1,Household,General,Hsh_Item_4,0,0,24.0,3171.34,188.77,422,30,Discount,no_holiday,Rainy,31.3
2025-06-27,Store_1,Household,General,Hsh_Item_4,0,0,21.0,2759.74,164.27,369,20,Discount,no_holiday,Rainy,24.5
2025-06-28,Store_1,Household,General,Hsh_Item_4,1,0,17.0,2087.74,175.44,406,30,Clearance,no_holiday,Sunny,28.9
2025-06-29,Store_1,Household,General,Hsh_Item_4,1,0,29.0,4008.64,197.47,374,30,no_promotion,no_holiday,Rainy,34.7
2025-06-30,Store_1,Household,General,Hsh_Item_4,0,1,25.0,4551.0,182.04,407,0,no_promotion,no_holiday,Rainy,18.6
2025-07-01,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3841.2,213.4,469,0,no_promotion,no_holiday,Storm,36.2
2025-07-02,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3249.05,185.66,399,30,Discount,no_holiday,Rainy,22.0
2025-07-03,Store_1,Household,General,Hsh_Item_4,0,1,26.0,4276.82,182.77,376,10,Clearance,no_holiday,Sunny,34.8
2025-07-04,Store_1,Household,General,Hsh_Item_4,0,0,24.0,2949.24,175.55,364,30,Discount,no_holiday,Rainy,24.6
2025-07-05,Store_1,Household,General,Hsh_Item_4,1,0,26.0,4256.93,181.92,392,10,Discount,no_holiday,Rainy,36.0
2025-07-06,Store_1,Household,General,Hsh_Item_4,1,0,18.0,3200.4,177.8,311,0,no_promotion,no_holiday,Cloudy,17.1
2025-07-07,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2586.72,190.2,330,20,no_promotion,no_holiday,Cloudy,35.6
2025-07-08,Store_1,Household,General,Hsh_Item_4,0,0,21.0,2848.57,193.78,355,30,Clearance,no_holiday,Cloudy,24.9
2025-07-09,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2867.56,168.68,391,0,no_promotion,no_holiday,Rainy,15.5
2025-07-10,Store_1,Household,General,Hsh_Item_4,0,1,27.0,4342.41,160.83,466,0,no_promotion,no_holiday,Rainy,32.4
2025-07-11,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3040.49,153.56,395,10,no_promotion,no_holiday,Sunny,18.3
2025-07-12,Store_1,Household,General,Hsh_Item_4,1,0,24.0,3146.98,187.32,368,30,no_promotion,no_holiday,Storm,33.4
2025-07-13,Store_1,Household,General,Hsh_Item_4,1,1,36.0,4135.57,164.11,409,30,no_promotion,NewYear,Rainy,28.3
2025-07-14,Store_1,Household,General,Hsh_Item_4,0,0,24.0,2503.2,149.0,362,30,BOGO,no_holiday,Cloudy,19.2
2025-07-15,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3248.0,185.6,451,30,BOGO,no_holiday,Cloudy,31.0
2025-07-16,Store_1,Household,General,Hsh_Item_4,0,0,17.0,3670.3,215.9,368,0,no_promotion,no_holiday,Sunny,34.5
2025-07-17,Store_1,Household,General,Hsh_Item_4,0,0,19.0,2392.8,179.91,381,30,BOGO,no_holiday,Cloudy,36.8
2025-07-18,Store_1,Household,General,Hsh_Item_4,0,0,24.0,3687.74,192.07,424,20,Clearance,no_holiday,Sunny,36.7
2025-07-19,Store_1,Household,General,Hsh_Item_4,1,0,23.0,4167.14,181.18,369,0,no_promotion,no_holiday,Sunny,29.8
2025-07-20,Store_1,Household,General,Hsh_Item_4,1,0,32.0,5143.1,178.58,454,10,Clearance,no_holiday,Sunny,36.6
2025-07-21,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3555.43,193.23,472,20,no_promotion,no_holiday,Storm,24.5
2025-07-22,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2215.33,175.82,306,10,Clearance,no_holiday,Cloudy,17.3
2025-07-23,Store_1,Household,General,Hsh_Item_4,0,0,24.0,3088.68,183.85,389,30,no_promotion,no_holiday,Rainy,23.6
2025-07-24,Store_1,Household,General,Hsh_Item_4,0,0,27.0,3489.51,184.63,457,30,no_promotion,no_holiday,Storm,37.5
2025-07-25,Store_1,Household,General,Hsh_Item_4,0,0,16.0,2726.08,170.38,399,0,no_promotion,no_holiday,Sunny,23.0
2025-07-26,Store_1,Household,General,Hsh_Item_4,1,0,32.0,4973.82,194.29,413,20,BOGO,no_holiday,Sunny,27.4
2025-07-27,Store_1,Household,General,Hsh_Item_4,1,0,15.0,2662.2,177.48,329,0,no_promotion,no_holiday,Sunny,23.1
2025-07-28,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3500.78,169.12,415,10,no_promotion,no_holiday,Cloudy,28.4
2025-07-29,Store_1,Household,General,Hsh_Item_4,0,0,19.0,2496.81,187.73,412,30,no_promotion,no_holiday,Storm,38.3
2025-07-30,Store_1,Household,General,Hsh_Item_4,0,0,20.0,2338.84,167.06,277,30,Clearance,no_holiday,Cloudy,31.3
2025-07-31,Store_1,Household,General,Hsh_Item_4,0,0,23.0,2904.6,180.41,532,30,no_promotion,no_holiday,Sunny,32.1
2025-08-01,Store_1,Household,General,Hsh_Item_4,0,0,29.0,4172.98,179.87,459,20,Clearance,no_holiday,Cloudy,29.3
2025-08-02,Store_1,Household,General,Hsh_Item_4,1,0,24.0,4695.36,195.64,411,0,no_promotion,no_holiday,Storm,25.8
2025-08-03,Store_1,Household,General,Hsh_Item_4,1,0,27.0,4540.21,186.84,458,10,Discount,no_holiday,Sunny,27.8
2025-08-04,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3233.52,179.64,389,10,no_promotion,no_holiday,Sunny,20.4
2025-08-05,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3528.75,191.78,394,20,Clearance,no_holiday,Storm,29.2
2025-08-06,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2800.28,200.02,352,0,no_promotion,no_holiday,Rainy,24.7
2025-08-07,Store_1,Household,General,Hsh_Item_4,0,0,19.0,2500.8,188.03,380,30,BOGO,no_holiday,Rainy,38.9
2025-08-08,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3603.0,180.15,388,0,no_promotion,no_holiday,Rainy,17.4
2025-08-09,Store_1,Household,General,Hsh_Item_4,1,0,15.0,2416.65,161.11,334,0,no_promotion,no_holiday,Rainy,28.9
2025-08-10,Store_1,Household,General,Hsh_Item_4,1,0,19.0,3128.54,164.66,344,0,no_promotion,no_holiday,Rainy,32.3
2025-08-11,Store_1,Household,General,Hsh_Item_4,0,0,34.0,4776.32,175.6,436,20,Clearance,no_holiday,Sunny,15.6
2025-08-12,Store_1,Household,General,Hsh_Item_4,0,0,19.0,2277.23,171.22,397,30,Clearance,no_holiday,Sunny,19.9
2025-08-13,Store_1,Household,General,Hsh_Item_4,0,0,30.0,3723.51,177.31,457,30,no_promotion,no_holiday,Cloudy,15.5
2025-08-14,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3254.76,180.82,444,10,Discount,no_holiday,Storm,18.9
2025-08-15,Store_1,Household,General,Hsh_Item_4,0,1,25.0,4690.75,187.63,352,0,no_promotion,NewYear,Storm,38.4
2025-08-16,Store_1,Household,General,Hsh_Item_4,1,0,34.0,4868.26,178.98,478,20,BOGO,no_holiday,Storm,15.1
2025-08-17,Store_1,Household,General,Hsh_Item_4,1,0,29.0,4880.96,187.01,398,10,BOGO,no_holiday,Storm,27.0
2025-08-18,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2460.65,180.93,335,20,BOGO,no_holiday,Sunny,34.7
2025-08-19,Store_1,Household,General,Hsh_Item_4,0,0,27.0,4091.85,151.55,431,0,no_promotion,no_holiday,Rainy,25.2
2025-08-20,Store_1,Household,General,Hsh_Item_4,0,0,23.0,2680.17,166.47,450,30,Clearance,no_holiday,Cloudy,31.4
2025-08-21,Store_1,Household,General,Hsh_Item_4,0,0,21.0,2989.22,177.93,377,20,Discount,no_holiday,Cloudy,33.9
2025-08-22,Store_1,Household,General,Hsh_Item_4,0,0,20.0,2276.12,162.58,352,30,no_promotion,no_holiday,Rainy,25.2
2025-08-23,Store_1,Household,General,Hsh_Item_4,1,1,28.0,5281.92,188.64,432,0,no_promotion,IndependenceDay,Sunny,36.3
2025-08-24,Store_1,Household,General,Hsh_Item_4,1,0,20.0,3636.72,202.04,333,10,Discount,no_holiday,Cloudy,29.2
2025-08-25,Store_1,Household,General,Hsh_Item_4,0,0,21.0,2903.98,197.55,362,30,BOGO,no_holiday,Sunny,22.3
2025-08-26,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3184.74,176.93,400,0,no_promotion,no_holiday,Cloudy,34.8
2025-08-27,Store_1,Household,General,Hsh_Item_4,0,0,28.0,3948.81,201.47,366,30,Clearance,no_holiday,Storm,25.3
2025-08-28,Store_1,Household,General,Hsh_Item_4,0,1,28.0,4589.93,182.14,464,10,no_promotion,Christmas,Rainy,36.2
2025-08-29,Store_1,Household,General,Hsh_Item_4,0,0,24.0,3362.88,175.15,386,20,BOGO,no_holiday,Sunny,22.6
2025-08-30,Store_1,Household,General,Hsh_Item_4,1,0,26.0,4450.42,171.17,390,0,no_promotion,no_holiday,Rainy,30.0
2025-08-31,Store_1,Household,General,Hsh_Item_4,1,0,29.0,3565.49,175.64,431,30,Discount,no_holiday,Rainy,21.4
2025-09-01,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3837.02,174.41,539,0,no_promotion,no_holiday,Storm,18.3
2025-09-02,Store_1,Household,General,Hsh_Item_4,0,0,16.0,2043.44,182.45,317,30,Discount,no_holiday,Sunny,26.8
2025-09-03,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3117.5,182.31,410,10,no_promotion,no_holiday,Rainy,16.5
2025-09-04,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2268.5,180.04,391,10,BOGO,no_holiday,Cloudy,15.6
2025-09-05,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3278.7,186.29,485,20,no_promotion,no_holiday,Cloudy,22.4
2025-09-06,Store_1,Household,General,Hsh_Item_4,1,0,15.0,2661.52,197.15,311,10,no_promotion,no_holiday,Storm,15.6
2025-09-07,Store_1,Household,General,Hsh_Item_4,1,0,35.0,6100.6,193.67,463,10,BOGO,no_holiday,Cloudy,39.5
2025-09-08,Store_1,Household,General,Hsh_Item_4,0,0,21.0,2331.71,158.62,343,30,Clearance,no_holiday,Cloudy,36.5
2025-09-09,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2520.67,143.22,377,20,BOGO,no_holiday,Cloudy,38.2
2025-09-10,Store_1,Household,General,Hsh_Item_4,0,0,24.0,4178.52,193.45,442,10,BOGO,no_holiday,Rainy,24.8
2025-09-11,Store_1,Household,General,Hsh_Item_4,0,0,20.0,2885.76,160.32,382,10,no_promotion,no_holiday,Storm,32.6
2025-09-12,Store_1,Household,General,Hsh_Item_4,0,0,33.0,4083.16,176.76,482,30,BOGO,no_holiday,Cloudy,20.3
2025-09-13,Store_1,Household,General,Hsh_Item_4,1,0,27.0,3524.04,163.15,457,20,Clearance,no_holiday,Storm,29.9
2025-09-14,Store_1,Household,General,Hsh_Item_4,1,0,28.0,4313.4,154.05,463,0,no_promotion,no_holiday,Rainy,29.7
2025-09-15,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3887.46,187.8,412,10,Clearance,no_holiday,Rainy,31.9
2025-09-16,Store_1,Household,General,Hsh_Item_4,0,0,13.0,2233.88,190.93,325,10,Clearance,no_holiday,Rainy,36.5
2025-09-17,Store_1,Household,General,Hsh_Item_4,0,0,28.0,4807.6,171.7,407,0,no_promotion,no_holiday,Sunny,15.8
2025-09-18,Store_1,Household,General,Hsh_Item_4,0,1,27.0,3082.1,142.69,380,20,Discount,IndependenceDay,Cloudy,15.4
2025-09-19,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3012.27,172.13,438,30,Clearance,no_holiday,Rainy,29.4
2025-09-20,Store_1,Household,General,Hsh_Item_4,1,0,27.0,3508.6,185.64,330,30,BOGO,no_holiday,Cloudy,19.2
2025-09-21,Store_1,Household,General,Hsh_Item_4,1,0,23.0,3650.1,158.7,341,0,no_promotion,no_holiday,Sunny,24.3
2025-09-22,Store_1,Household,General,Hsh_Item_4,0,0,24.0,4383.36,182.64,509,0,no_promotion,no_holiday,Sunny,31.3
2025-09-23,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3595.6,179.78,414,0,no_promotion,no_holiday,Cloudy,39.1
2025-09-24,Store_1,Household,General,Hsh_Item_4,0,0,13.0,1958.74,188.34,325,20,BOGO,no_holiday,Sunny,35.5
2025-09-25,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3270.96,181.72,440,10,Clearance,no_holiday,Storm,32.2
2025-09-26,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2921.42,165.99,389,20,Clearance,no_holiday,Storm,32.5
2025-09-27,Store_1,Household,General,Hsh_Item_4,1,0,28.0,4970.2,197.23,430,10,Clearance,no_holiday,Rainy,23.0
2025-09-28,Store_1,Household,General,Hsh_Item_4,1,0,28.0,4478.54,177.72,381,10,no_promotion,no_holiday,Cloudy,20.2
2025-09-29,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3951.42,179.61,481,0,no_promotion,no_holiday,Sunny,20.1
2025-09-30,Store_1,Household,General,Hsh_Item_4,0,0,16.0,2398.46,166.56,409,10,Discount,no_holiday,Sunny,37.6
2025-10-01,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3819.64,173.62,392,0,no_promotion,no_holiday,Cloudy,31.5
2025-10-02,Store_1,Household,General,Hsh_Item_4,0,0,29.0,3395.38,167.26,429,30,no_promotion,no_holiday,Rainy,15.5
2025-10-03,Store_1,Household,General,Hsh_Item_4,0,0,26.0,3230.68,177.51,403,30,Clearance,no_holiday,Storm,30.5
2025-10-04,Store_1,Household,General,Hsh_Item_4,1,0,26.0,3724.63,204.65,386,30,no_promotion,no_holiday,Cloudy,23.1
2025-10-05,Store_1,Household,General,Hsh_Item_4,1,0,25.0,4006.0,160.24,364,0,no_promotion,no_holiday,Cloudy,17.1
2025-10-06,Store_1,Household,General,Hsh_Item_4,0,0,31.0,4373.6,156.76,402,10,BOGO,no_holiday,Storm,24.3
2025-10-07,Store_1,Household,General,Hsh_Item_4,0,0,20.0,2816.52,201.18,347,30,BOGO,no_holiday,Rainy,31.8
2025-10-08,Store_1,Household,General,Hsh_Item_4,0,0,15.0,2389.37,176.99,369,10,Clearance,no_holiday,Storm,16.6
2025-10-09,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2623.7,170.37,441,30,no_promotion,no_holiday,Storm,24.7
2025-10-10,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3899.4,194.97,435,20,no_promotion,no_holiday,Sunny,18.0
2025-10-11,Store_1,Household,General,Hsh_Item_4,1,0,17.0,2911.76,171.28,374,0,no_promotion,no_holiday,Sunny,25.7
2025-10-12,Store_1,Household,General,Hsh_Item_4,1,0,28.0,5198.51,206.29,441,10,BOGO,no_holiday,Storm,25.3
2025-10-13,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3415.68,189.76,378,10,Discount,no_holiday,Cloudy,35.9
2025-10-14,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2663.74,172.97,317,30,BOGO,no_holiday,Storm,22.0
2025-10-15,Store_1,Household,General,Hsh_Item_4,0,0,22.0,4643.54,211.07,392,0,no_promotion,no_holiday,Rainy,36.3
2025-10-16,Store_1,Household,General,Hsh_Item_4,0,1,40.0,4795.84,171.28,477,30,BOGO,IndependenceDay,Sunny,15.6
2025-10-17,Store_1,Household,General,Hsh_Item_4,0,0,13.0,1735.28,190.69,353,30,BOGO,no_holiday,Cloudy,29.8
2025-10-18,Store_1,Household,General,Hsh_Item_4,1,0,27.0,3483.46,184.31,346,30,Clearance,no_holiday,Sunny,17.2
2025-10-19,Store_1,Household,General,Hsh_Item_4,1,0,25.0,3975.0,198.75,346,20,Clearance,no_holiday,Rainy,16.7
2025-10-20,Store_1,Household,General,Hsh_Item_4,0,0,17.0,3442.33,202.49,351,0,no_promotion,no_holiday,Rainy,16.3
2025-10-21,Store_1,Household,General,Hsh_Item_4,0,0,15.0,2436.21,180.46,412,10,Clearance,no_holiday,Rainy,16.1
2025-10-22,Store_1,Household,General,Hsh_Item_4,0,0,19.0,2249.69,169.15,391,30,no_promotion,no_holiday,Rainy,33.1
2025-10-23,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2873.95,186.62,470,30,no_promotion,no_holiday,Storm,38.8
2025-10-24,Store_1,Household,General,Hsh_Item_4,0,0,15.0,2042.88,170.24,393,20,Clearance,no_holiday,Sunny,34.3
2025-10-25,Store_1,Household,General,Hsh_Item_4,1,0,21.0,4388.79,208.99,350,0,no_promotion,no_holiday,Rainy,35.7
2025-10-26,Store_1,Household,General,Hsh_Item_4,1,0,22.0,4003.34,181.97,419,0,no_promotion,no_holiday,Rainy,26.6
2025-10-27,Store_1,Household,General,Hsh_Item_4,0,0,36.0,5032.51,174.74,490,20,Discount,no_holiday,Cloudy,38.7
2025-10-28,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3470.54,182.66,404,0,no_promotion,no_holiday,Storm,21.8
2025-10-29,Store_1,Household,General,Hsh_Item_4,0,0,27.0,3468.96,160.6,426,20,no_promotion,no_holiday,Cloudy,19.8
2025-10-30,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2822.17,166.01,474,0,no_promotion,no_holiday,Rainy,29.4
2025-10-31,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2683.14,197.29,358,20,no_promotion,no_holiday,Rainy,20.0
2025-11-01,Store_1,Household,General,Hsh_Item_4,1,0,24.0,3274.37,170.54,369,20,Discount,no_holiday,Storm,22.8
2025-11-02,Store_1,Household,General,Hsh_Item_4,1,0,25.0,3710.7,164.92,462,10,Discount,no_holiday,Rainy,34.7
2025-11-03,Store_1,Household,General,Hsh_Item_4,0,0,17.0,2233.99,187.73,321,30,no_promotion,no_holiday,Sunny,39.3
2025-11-04,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3468.43,197.07,419,20,Clearance,no_holiday,Sunny,25.0
2025-11-05,Store_1,Household,General,Hsh_Item_4,0,0,21.0,3997.35,190.35,451,0,no_promotion,no_holiday,Sunny,22.6
2025-11-06,Store_1,Household,General,Hsh_Item_4,0,0,32.0,5596.99,194.34,493,10,Clearance,no_holiday,Storm,32.4
2025-11-07,Store_1,Household,General,Hsh_Item_4,0,1,31.0,4193.68,169.1,413,20,BOGO,Christmas,Storm,23.2
2025-11-08,Store_1,Household,General,Hsh_Item_4,1,0,31.0,3956.34,159.53,442,20,no_promotion,no_holiday,Rainy,34.6
2025-11-09,Store_1,Household,General,Hsh_Item_4,1,0,29.0,4677.58,201.62,414,20,no_promotion,no_holiday,Storm,32.6
2025-11-10,Store_1,Household,General,Hsh_Item_4,0,1,29.0,4068.12,175.35,372,20,no_promotion,Christmas,Storm,31.2
2025-11-11,Store_1,Household,General,Hsh_Item_4,0,0,20.0,3527.8,176.39,438,0,no_promotion,no_holiday,Storm,28.9
2025-11-12,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3584.34,199.13,409,0,no_promotion,no_holiday,Storm,36.2
2025-11-13,Store_1,Household,General,Hsh_Item_4,0,0,21.0,3948.21,188.01,423,0,no_promotion,no_holiday,Sunny,20.6
2025-11-14,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3358.08,186.56,321,0,no_promotion,no_holiday,Cloudy,37.2
2025-11-15,Store_1,Household,General,Hsh_Item_4,1,0,29.0,4286.95,211.18,372,30,Discount,no_holiday,Sunny,22.3
2025-11-16,Store_1,Household,General,Hsh_Item_4,1,0,21.0,3585.33,170.73,367,0,no_promotion,no_holiday,Rainy,40.0
2025-11-17,Store_1,Household,General,Hsh_Item_4,0,0,25.0,3383.8,193.36,403,30,BOGO,no_holiday,Storm,17.7
2025-11-18,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3254.76,180.82,390,0,no_promotion,no_holiday,Storm,24.5
2025-11-19,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3640.63,183.87,429,10,Discount,no_holiday,Storm,20.4
2025-11-20,Store_1,Household,General,Hsh_Item_4,0,0,26.0,3676.58,202.01,492,30,BOGO,no_holiday,Storm,34.6
2025-11-21,Store_1,Household,General,Hsh_Item_4,0,0,23.0,3015.69,187.31,427,30,no_promotion,no_holiday,Storm,32.7
2025-11-22,Store_1,Household,General,Hsh_Item_4,1,0,19.0,3210.52,187.75,259,10,Discount,no_holiday,Cloudy,18.0
2025-11-23,Store_1,Household,General,Hsh_Item_4,1,0,21.0,4104.24,195.44,346,0,no_promotion,no_holiday,Rainy,34.0
2025-11-24,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2446.36,174.74,299,0,no_promotion,no_holiday,Cloudy,18.1
2025-11-25,Store_1,Household,General,Hsh_Item_4,0,1,21.0,3173.69,167.92,394,10,Clearance,no_holiday,Cloudy,37.2
2025-11-26,Store_1,Household,General,Hsh_Item_4,0,0,18.0,2672.19,164.95,381,10,Discount,no_holiday,Sunny,37.9
2025-11-27,Store_1,Household,General,Hsh_Item_4,0,1,26.0,3549.31,151.68,394,10,Clearance,IndependenceDay,Sunny,31.0
2025-11-28,Store_1,Household,General,Hsh_Item_4,0,0,18.0,3772.98,209.61,433,0,no_promotion,no_holiday,Rainy,23.4
2025-11-29,Store_1,Household,General,Hsh_Item_4,1,0,28.0,4135.57,164.11,453,10,BOGO,no_holiday,Cloudy,21.4
2025-11-30,Store_1,Household,General,Hsh_Item_4,1,0,26.0,3217.94,176.81,406,30,Discount,no_holiday,Cloudy,19.2
2025-12-01,Store_1,Household,General,Hsh_Item_4,0,0,19.0,3344.19,176.01,386,0,no_promotion,no_holiday,Rainy,34.6
2025-12-02,Store_1,Household,General,Hsh_Item_4,0,0,22.0,3245.97,184.43,408,20,no_promotion,no_holiday,Cloudy,30.0
2025-12-03,Store_1,Household,General,Hsh_Item_4,0,0,14.0,2684.5,191.75,344,0,no_promotion,no_holiday,Storm,29.6
2025-12-04,Store_1,Household,General,Hsh_Item_4,0,0,22.0,2962.81,192.39,421,30,Discount,no_holiday,Sunny,39.7
2025-12-05,Store_1,Household,General,Hsh_Item_4,0,1,33.0,3963.96,171.6,440,30,Clearance,IndependenceDay,Rainy,25.1
2025-12-06,Store_1,Household,General,Hsh_Item_4,1,0,31.0,4954.76,177.59,426,10,Discount,no_holiday,Cloudy,24.5
2025-12-07,Store_1,Household,General,Hsh_Item_4,1,0,26.0,4307.24,184.07,406,10,BOGO,no_holiday,Rainy,29.4
2025-12-08,Store_1,Household,General,Hsh_Item_4,0,0,15.0,2646.3,176.42,354,0,no_promotion,no_holiday,Storm,15.9
